age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
"[0,50)",Any,Senior-Secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Any,Any,Any,Any,Any,America,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Married,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,United-States,>50K
"[0,50)",Private,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Private,Any,Any,Any,In-family,Any,Any,<=50K
Any,Any,Any,Any,Any,In-family,Male,America,<=50K
Any,Private,Any,Married,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Private,Any,Married,Any,Any,Any,United-States,<=50K
Any,Private,Any,Married,Any,Any,Any,Any,<=50K
Any,Private,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,>50K
Any,Any,Any,Married,Any,Any,Any,Any,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Private,Any,Married,Any,Any,Any,United-States,>50K
"[0,50)",Any,Any,Married,Any,In-family,Any,United-States,>50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,>50K
"[0,50)",Any,Any,Married,Any,In-family,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,In-family,Male,America,<=50K
"[0,50)",Private,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Any,Any,Any,Any,Any,United-States,>50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Private,Any,Any,Any,In-family,Male,Any,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Private,Without-Post-Secondary,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Private,Any,Any,Any,Any,Any,America,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Without-Post-Secondary,Any,Any,Any,Male,America,<=50K
"[0,50)",Private,Without-Post-Secondary,Any,Any,Any,Any,America,<=50K
Any,Private,Any,Married,Any,Any,Any,America,>50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,Any,Any,Any,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Without-Post-Secondary,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Any,Without-Post-Secondary,Married,Any,Any,Any,United-States,>50K
Any,Private,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
"[0,50)",Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Private,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,In-family,Any,America,<=50K
Any,Any,Any,Married-civ-spouse,Any,In-family,Any,United-States,>50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Private,Post-secondary,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Without-Post-Secondary,Married,Any,Any,Male,America,<=50K
Any,Private,Without-Post-Secondary,Any,Any,In-family,Male,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,In-family,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Any,Any,Married,Any,In-family,Any,America,>50K
"[0,50)",Private,Without-Post-Secondary,Married,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,In-family,Any,United-States,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,United-States,>50K
"[0,50)",Private,Without-Post-Secondary,Married,Any,Any,Any,America,<=50K
Any,Private,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Never-married,Blue-collar,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Post-secondary,Any,Any,Any,Any,United-States,<=50K
"[30,40)",Any,Any,Any,Any,In-family,Any,United-States,>50K
Any,Any,Any,Married,Any,In-family,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,>50K
"[0,50)",Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,Any,<=50K
Any,Private,Any,Married,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,In-family,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,In-family,Male,America,>50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,In-family,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Private,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Married,White-collar,Any,Any,United-States,>50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Post-secondary,Married-civ-spouse,Any,In-family,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Married,Any,Any,Any,Any,>50K
"[0,50)",Any,Any,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Male,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Without-Post-Secondary,Married,Any,Any,Any,United-States,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,In-family,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Married,Any,In-family,Any,America,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Post-secondary,Married-civ-spouse,Any,In-family,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,>50K
Any,Any,Any,Any,Any,Any,Male,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Any,Any,Married,Any,Any,Male,Any,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,America,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Male,United-States,<=50K
Any,Any,Any,Any,Any,Any,Male,United-States,>50K
"[0,50)",Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Post-secondary,Married-civ-spouse,Any,In-family,Any,United-States,<=50K
"[0,50)",Private,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Private,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,America,>50K
Any,Private,Any,Married,Any,Any,Any,Any,<=50K
"[0,50)",Private,Any,Married,Any,Any,Any,America,<=50K
Any,Any,Without-Post-Secondary,Married,Any,In-family,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Private,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Any,Married,Any,Any,Any,United-States,<=50K
Any,Private,Any,Married,Any,Any,Any,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,In-family,Any,America,<=50K
"[0,50)",Private,Any,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Private,Any,Any,Any,Any,Any,United-States,>50K
"[0,50)",Private,Without-Post-Secondary,Married,Any,Any,Male,America,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,In-family,Any,United-States,<=50K
Any,Private,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,United-States,>50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,America,<=50K
"[20,30)",Private,Any,Never-married,Any,Any,Any,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Without-Post-Secondary,Any,Any,In-family,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,In-family,Male,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
"[0,50)",Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Senior-Secondary,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,United-States,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,America,>50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,>50K
Any,Private,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Private,Any,Any,Any,Any,Any,Any,<=50K
Any,Private,Any,Married,Any,Any,Any,United-States,<=50K
Any,Private,Any,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,<=50K
Any,Private,Any,Any,Any,Any,Any,Any,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Married,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Male,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,America,<=50K
Any,Any,Without-Post-Secondary,Any,Any,In-family,Any,United-States,<=50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Senior-Secondary,Any,Any,Any,Any,Any,<=50K
Any,Private,Any,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
"[20,30)",Private,Any,Never-married,Any,Any,Any,Any,<=50K
"[0,50)",Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,Any,>50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Male,Any,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,In-family,Any,America,<=50K
"[0,50)",Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Male,United-States,<=50K
"[0,50)",Any,Any,Married,Any,In-family,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Any,Any,Any,Male,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Senior-Secondary,Any,Any,Any,Any,Any,<=50K
"[0,50)",Private,Any,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,<=50K
"[30,40)",Any,Any,Any,Any,In-family,Any,United-States,<=50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,America,<=50K
"[20,30)",Private,Any,Never-married,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Never-married,Blue-collar,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Married,Any,In-family,Any,America,>50K
Any,Private,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,America,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,>50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Without-Post-Secondary,Any,Any,Any,Male,America,<=50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Male,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
"[0,50)",Private,Post-secondary,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,>50K
"[30,40)",Any,Any,Any,Any,In-family,Any,United-States,>50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Without-Post-Secondary,Any,Any,Any,Male,America,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,In-family,Any,America,<=50K
"[0,50)",Any,Any,Never-married,Blue-collar,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,Any,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Without-Post-Secondary,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married-civ-spouse,Any,In-family,Any,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Without-Post-Secondary,Married,Any,Any,Any,United-States,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Male,Any,<=50K
Any,Any,Without-Post-Secondary,Married,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Senior-Secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Private,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Post-secondary,Married-civ-spouse,Any,In-family,Any,United-States,<=50K
"[0,50)",Private,Post-secondary,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Married,Any,Any,Any,Any,<=50K
Any,Private,Any,Any,Any,In-family,Any,Any,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Male,United-States,<=50K
"[20,30)",Private,Any,Never-married,Any,Any,Any,Any,<=50K
Any,Private,Any,Any,Any,Any,Any,Any,<=50K
Any,Private,Any,Married,Any,Any,Any,United-States,<=50K
Any,Private,Without-Post-Secondary,Married,Any,Any,Any,America,<=50K
Any,Any,Without-Post-Secondary,Any,Any,In-family,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
"[0,50)",Any,Any,Any,Any,In-family,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Married,Any,In-family,Any,America,<=50K
"[0,50)",Any,Any,Married,Any,In-family,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Post-secondary,Married-civ-spouse,Any,In-family,Any,United-States,>50K
"[0,50)",Private,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Male,United-States,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Without-Post-Secondary,Married,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married-civ-spouse,Any,In-family,Any,United-States,>50K
"[0,50)",Private,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,>50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
"[30,40)",Any,Any,Any,Any,In-family,Any,United-States,>50K
"[0,50)",Private,Any,Married,Any,Any,Any,United-States,>50K
Any,Any,Without-Post-Secondary,Married,Any,Any,Any,America,>50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Private,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,United-States,<=50K
Any,Any,Any,Married,Any,Any,Any,United-States,<=50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,United-States,<=50K
"[0,50)",Private,Post-secondary,Married,Any,Any,Any,United-States,<=50K
